1000 56725
955 745 5
721 439 2
753 656 4
804 286 5
48 350 4
682 500 3
343 561 2
803 136 9
960 765 1
230 232 1
817 56 6
835 713 10
666 865 3
375 894 7
338 581 1
161 604 7
234 216 2
58 456 4
983 243 3
556 945 9
757 790 9
314 455 9
890 996 1
643 515 3
625 745 4
288 791 1
958 547 3
136 108 6
760 488 1
667 560 8
247 350 3
348 517 9
617 960 8
341 948 8
599 38 3
451 368 3
610 221 1
149 554 10
109 227 9
982 702 2
62 729 7
271 965 10
631 905 8
666 498 6
529 656 6
397 56 8
977 376 3
503 552 6
813 355 2
165 104 3
301 974 7
838 287 6
229 924 8
20 726 10
414 222 2
49 526 1
61 127 2
730 732 2
768 376 1
814 322 3
348 895 1
163 790 4
391 197 10
782 479 3
977 19 6
792 594 10
700 355 3
483 729 7
461 958 2
900 587 1
239 716 10
900 275 3
236 630 5
943 676 10
855 846 5
22 443 3
857 884 8
429 665 10
563 726 3
360 605 2
94 22 3
834 982 10
568 537 4
826 851 4
887 41 8
541 790 6
875 900 7
374 99 6
324 108 1
161 590 7
25 618 1
435 870 10
7 270 3
700 280 4
801 124 7
916 654 1
799 4 6
589 908 5
223 907 4
346 152 5
308 79 5
947 632 10
455 534 8
275 904 6
777 810 4
28 324 3
791 415 4
238 407 7
783 555 1
215 329 3
118 819 10
107 668 9
871 964 4
973 946 9
476 956 2
703 370 9
483 953 5
776 591 2
850 311 1
801 3 1
738 265 4
39 333 1
510 684 10
327 394 1
469 658 3
939 755 4
991 644 8
835 5 1
301 73 1
881 221 9
106 651 9
443 254 5
358 136 9
563 172 1
115 79 1
487 47 1
728 188 4
855 708 4
39 476 10
91 707 9
772 388 3
815 862 3
955 689 4
638 702 6
576 393 6
955 120 8
347 755 10
617 324 2
731 469 6
234 936 8
70 539 5
515 497 9
23 44 8
388 473 7
554 597 7
254 289 8
567 60 9
946 117 8
648 804 7
989 677 7
86 694 10
342 215 5
396 159 9
331 549 9
778 245 5
359 496 5
876 739 2
57 860 8
273 476 3
651 747 7
472 829 8
685 9 7
52 67 7
819 197 3
838 475 6
369 744 4
108 609 9
81 253 6
169 433 9
499 895 4
637 669 9
506 19 3
259 588 8
143 980 4
48 155 7
779 708 6
972 682 2
863 625 8
602 969 1
166 334 9
844 144 2
963 114 1
146 89 1
458 562 7
117 423 8
76 518 1
400 434 3
982 255 5
526 564 4
371 19 10
752 977 9
287 897 6
60 80 4
784 818 7
549 882 2
736 269 6
815 557 8
205 346 6
344 293 4
530 379 6
873 7 1
125 34 4
953 319 1
465 530 7
37 220 4
848 139 2
865 275 6
933 425 2
129 323 10
936 857 8
857 545 10
933 364 8
738 906 1
545 370 5
496 500 7
588 322 1
967 993 3
751 119 6
583 292 10
618 100 9
330 99 8
215 739 3
763 135 1
380 261 3
289 731 7
244 454 7
66 188 6
258 440 9
884 878 10
417 481 3
296 492 9
995 813 9
901 315 7
590 636 8
797 561 2
516 824 2
340 682 6
340 675 1
617 615 6
169 405 5
178 401 1
810 413 9
963 571 8
488 796 5
283 875 1
306 972 4
923 23 10
446 32 6
299 736 6
232 758 2
932 28 1
234 541 9
355 598 4
786 202 6
831 389 2
310 590 2
326 777 7
975 897 3
496 274 6
595 718 4
925 184 8
617 40 9
332 231 5
415 59 5
330 813 9
433 60 1
356 969 6
227 735 9
52 543 6
839 407 1
708 50 8
237 893 6
845 608 2
714 660 5
786 247 9
853 180 9
926 689 1
847 283 4
1 653 10
990 778 8
715 127 3
157 223 10
592 931 9
966 552 6
608 485 10
977 646 6
943 768 1
256 466 3
331 194 10
216 949 6
78 202 2
826 554 3
491 435 6
979 948 3
176 989 2
310 990 3
693 237 2
848 699 1
822 928 8
816 729 2
609 3 10
514 79 10
561 670 10
527 510 10
363 880 6
196 120 10
134 375 3
697 207 2
350 465 9
426 245 4
972 832 8
452 780 10
76 851 5
357 478 2
168 318 3
488 387 5
479 921 8
791 756 7
938 188 2
852 526 7
270 536 10
693 908 3
501 958 6
856 821 6
776 301 5
155 102 9
550 27 1
119 983 5
836 898 8
116 21 4
673 38 5
111 724 4
429 878 2
282 281 4
555 609 9
231 362 9
706 964 1
573 128 3
983 290 2
964 236 5
61 284 2
200 80 6
425 243 3
134 519 5
998 114 1
737 457 3
927 877 7
160 227 9
790 663 2
415 921 9
737 899 1
747 297 6
995 232 1
713 454 4
695 386 7
539 849 3
117 739 1
67 112 4
95 595 5
285 158 4
470 845 4
636 602 5
452 425 9
897 172 7
975 88 9
435 124 10
445 168 5
833 361 7
483 797 2
726 784 3
631 380 5
184 135 6
349 525 10
820 818 7
282 819 8
89 155 4
619 831 3
304 907 4
327 634 4
459 278 9
322 858 2
113 585 2
472 819 10
583 437 7
844 83 5
257 920 10
79 381 9
739 862 3
939 391 3
623 735 5
726 429 4
407 71 1
56 661 10
302 698 2
798 293 7
72 414 7
68 323 7
667 839 4
635 734 3
41 618 10
452 636 4
845 736 2
338 559 5
368 317 9
120 906 8
573 596 10
522 661 6
46 737 6
547 863 2
609 826 2
8 880 2
207 231 9
522 873 10
182 669 8
813 524 8
603 466 7
20 232 4
839 396 3
1 641 8
265 919 10
847 336 7
285 255 4
432 376 9
811 443 3
15 639 7
978 948 9
199 938 1
198 544 2
264 404 3
620 233 3
269 863 8
794 750 1
911 434 6
832 235 9
158 218 10
873 399 5
877 724 7
905 870 4
1 418 5
810 894 10
279 231 5
717 743 6
36 38 2
226 399 8
101 377 9
774 515 10
497 325 10
40 706 2
565 310 3
416 476 5
488 538 4
917 373 1
322 513 10
705 676 8
391 92 6
599 972 1
993 868 2
512 944 1
198 663 8
230 940 7
9 273 10
557 147 8
930 728 4
423 554 4
163 319 7
958 73 10
948 356 1
449 335 8
384 606 2
905 165 10
265 329 10
702 931 4
349 998 3
118 447 2
377 732 3
488 894 1
557 13 9
618 334 7
873 244 6
847 310 10
453 666 6
430 949 7
467 333 10
682 460 2
209 8 6
344 281 7
916 768 2
551 522 7
510 63 3
94 317 4
72 671 1
639 138 9
682 642 8
792 904 10
702 786 6
809 459 8
416 251 5
590 194 1
11 154 3
277 873 2
878 556 8
675 434 10
662 830 9
724 787 3
973 39 1
749 610 9
903 399 5
723 965 3
827 579 4
371 624 8
375 882 5
13 335 4
655 687 10
743 101 1
760 398 6
14 970 7
508 931 1
706 432 10
441 111 4
311 414 3
557 631 10
952 878 6
289 573 9
330 926 2
713 316 2
194 984 6
572 851 2
308 213 4
328 571 9
495 784 2
816 798 6
929 532 2
272 190 7
167 711 9
762 6 7
851 248 1
343 40 10
392 785 7
680 363 4
409 835 3
489 475 6
525 217 5
392 336 6
776 64 8
95 188 3
958 716 2
225 866 6
176 896 4
384 399 2
638 518 4
350 389 6
365 167 10
437 769 1
127 513 8
166 99 7
95 780 4
734 613 5
123 426 8
122 287 1
816 555 9
65 580 3
774 323 1
271 637 9
1000 259 3
564 127 3
132 48 3
381 455 8
405 929 9
295 963 10
594 560 9
88 945 6
693 480 6
694 984 1
229 174 5
514 442 8
970 915 5
674 93 9
654 243 6
194 65 10
163 656 1
589 785 6
150 108 9
525 319 1
334 72 6
566 818 4
925 304 6
543 647 7
389 415 5
54 591 8
459 801 9
771 558 10
246 22 3
820 433 3
76 841 3
160 517 3
364 530 7
381 340 1
437 93 8
362 210 4
157 404 5
300 531 1
413 518 1
118 539 6
22 357 1
255 475 1
685 263 8
163 922 6
427 136 7
148 234 7
663 703 4
330 327 7
293 403 7
471 20 3
741 31 7
563 80 2
622 569 6
255 949 7
620 13 6
716 935 7
990 287 2
580 609 4
749 325 10
415 670 1
694 728 5
513 365 9
659 710 10
959 623 9
115 536 9
58 587 9
116 706 3
936 566 5
208 117 10
602 490 2
986 230 3
379 170 10
413 986 9
55 136 1
74 409 1
888 886 6
42 963 10
808 613 1
94 169 2
514 389 1
16 931 5
197 979 8
41 440 10
10 11 4
723 64 1
912 797 9
259 249 6
925 650 9
273 439 3
574 446 10
807 748 10
217 745 8
3 571 2
237 962 2
892 360 8
390 370 10
229 424 7
156 262 4
996 761 2
977 70 8
108 82 8
558 539 5
577 800 9
672 284 10
957 30 10
788 360 3
353 102 7
998 699 6
601 173 1
91 190 7
344 798 2
992 532 8
984 660 1
220 461 10
533 415 10
885 739 5
941 763 3
731 453 8
444 837 5
531 567 7
758 536 1
486 500 1
202 596 5
792 311 10
633 905 10
385 934 6
855 765 5
995 319 9
57 67 2
461 613 1
997 174 4
131 248 10
932 662 5
952 832 4
746 233 1
383 200 4
599 650 3
766 778 9
320 313 1
910 879 6
3 489 8
790 832 2
177 817 9
612 171 9
268 52 6
859 877 5
556 324 8
890 284 10
735 160 5
802 457 2
900 95 2
803 794 2
936 580 10
518 370 7
471 120 2
722 889 5
37 101 8
102 13 10
416 682 6
848 135 4
625 205 3
572 160 7
258 577 3
521 66 1
895 973 6
368 945 5
618 113 8
156 981 8
453 682 2
880 70 3
82 161 7
2 709 6
897 598 5
575 389 9
32 700 5
312 136 7
997 690 4
173 463 2
215 376 7
896 458 10
255 97 9
427 851 1
782 184 1
10 28 4
577 882 1
176 544 9
230 793 4
928 279 2
384 117 4
732 946 5
917 97 2
935 520 8
150 154 6
474 505 7
266 305 10
522 909 9
126 477 9
987 429 10
614 29 9
604 166 4
926 858 10
511 819 7
128 790 10
581 593 4
802 564 4
459 31 5
382 285 8
329 221 7
382 818 5
226 257 8
887 463 3
942 338 8
877 152 3
566 749 7
2 348 8
761 444 9
174 817 9
714 476 7
663 634 6
795 270 9
816 300 7
749 425 9
550 414 2
859 958 6
119 652 6
782 829 6
406 964 6
919 279 10
158 693 6
505 982 10
953 171 8
108 519 3
248 848 6
695 896 1
837 671 1
462 242 9
2 872 10
605 647 10
866 238 7
881 831 5
275 76 6
120 324 6
25 480 5
196 595 5
328 980 4
449 188 1
388 485 4
730 150 10
548 469 4
958 524 2
501 499 10
672 719 3
946 881 7
100 110 5
392 503 2
573 221 6
775 654 10
803 439 8
445 750 3
917 30 4
315 741 2
650 79 4
744 645 8
864 970 3
664 416 9
957 152 8
71 62 8
211 774 2
710 630 4
531 388 7
589 1000 3
365 157 9
675 575 1
864 207 7
957 740 1
87 118 5
530 580 6
18 630 9
509 138 2
233 595 7
62 850 5
920 139 3
786 757 2
20 87 5
382 483 8
382 482 3
18 544 2
608 498 5
558 62 2
831 993 1
258 63 4
836 615 5
314 123 10
490 533 3
913 304 10
604 722 1
465 804 2
332 467 9
985 434 9
414 689 7
469 58 4
133 124 1
105 912 4
34 665 7
48 590 1
62 926 4
457 564 1
5 277 5
783 231 3
682 567 2
141 509 10
384 408 6
98 805 3
209 169 2
338 806 4
913 104 7
530 603 6
325 440 10
109 21 9
859 482 1
119 310 2
782 734 9
323 373 8
652 323 5
73 866 1
937 662 4
957 644 5
934 62 10
677 490 2
123 219 3
706 702 8
225 235 2
729 226 1
671 71 8
879 60 4
724 361 8
661 72 9
106 620 7
392 704 2
564 808 8
678 519 10
75 88 8
403 266 9
186 797 1
339 841 7
964 79 10
560 316 5
333 125 8
987 438 6
747 289 1
756 938 6
227 673 8
129 833 5
645 485 1
990 671 6
112 660 1
489 316 4
779 65 10
137 58 4
205 125 8
772 356 4
13 351 2
470 173 6
945 635 7
588 149 2
946 887 4
583 91 9
949 642 6
27 470 10
97 263 4
308 246 9
337 453 6
558 459 7
957 184 8
300 237 4
923 299 8
719 356 2
920 794 3
90 448 6
296 355 9
543 187 6
67 490 2
937 339 10
258 733 1
915 247 6
458 305 5
757 39 8
879 171 1
876 43 8
901 400 4
462 311 8
900 154 2
812 962 5
888 161 5
348 93 5
294 451 6
525 677 4
179 158 2
353 182 7
613 432 5
330 364 2
57 936 8
294 155 1
18 504 1
589 806 3
993 837 2
602 459 3
122 43 10
993 750 6
403 970 3
622 848 1
436 826 6
959 72 6
38 793 9
807 786 3
297 356 10
290 22 9
667 606 3
979 574 1
606 517 8
51 211 7
429 32 1
851 822 4
394 804 5
428 567 7
796 679 6
594 605 1
48 482 6
363 918 10
523 82 9
614 136 6
808 786 9
428 843 3
627 898 2
126 122 9
563 419 6
570 279 8
927 222 9
427 937 1
173 162 3
936 974 2
344 554 9
529 347 6
989 794 10
790 600 3
61 323 2
212 768 5
85 98 7
253 8 10
622 80 10
677 676 6
887 721 2
673 372 7
21 403 9
102 575 6
616 509 2
623 599 9
89 297 4
196 370 9
517 76 2
325 442 5
423 248 2
386 94 9
639 239 7
304 6 9
685 559 4
341 875 9
218 60 9
949 738 2
40 482 6
246 187 3
424 239 1
710 278 8
393 99 7
862 362 2
786 818 1
244 83 5
796 523 9
192 404 3
358 670 6
881 933 9
1000 497 2
589 845 7
333 403 5
668 790 3
947 178 1
45 705 6
11 822 8
34 21 4
716 573 10
67 990 7
636 485 4
48 920 10
90 848 8
445 452 3
853 912 3
437 220 5
175 258 4
50 455 7
772 227 7
384 536 4
858 157 4
431 811 5
78 232 3
788 900 9
486 250 4
225 894 3
98 143 7
41 953 2
274 282 2
859 505 1
977 882 2
141 971 7
283 157 10
757 307 10
696 231 8
672 405 10
598 166 10
819 21 4
244 309 10
423 756 2
467 255 9
771 704 4
424 209 6
943 184 8
60 807 7
808 982 3
708 373 6
578 377 8
174 996 4
632 124 7
720 311 3
251 919 1
461 745 1
436 890 7
697 728 10
988 578 4
181 571 7
674 367 8
851 962 6
153 22 1
143 265 2
871 656 8
379 92 9
250 918 2
403 947 10
498 805 10
213 40 1
908 53 1
572 932 9
246 916 2
456 992 10
723 932 9
395 444 10
531 530 7
582 269 6
544 165 6
669 156 8
119 809 1
21 256 1
443 526 10
584 199 4
91 939 8
694 4 3
637 698 5
835 887 9
66 612 1
316 531 9
762 527 2
814 130 9
433 141 5
160 243 6
771 357 2
540 860 9
851 893 7
178 789 9
626 773 6
35 658 7
593 937 4
907 161 10
13 740 9
620 101 7
230 84 6
642 75 8
528 261 3
477 5 4
145 694 9
648 421 9
837 26 2
839 650 7
371 615 4
918 469 1
387 936 1
720 851 1
998 808 6
766 155 8
60 224 9
109 32 4
218 635 6
814 306 2
455 638 2
466 850 2
178 811 7
767 982 3
520 397 5
109 358 8
131 627 3
596 274 3
171 365 10
319 476 4
348 516 6
449 601 4
23 26 7
977 743 2
123 853 8
363 839 4
250 415 6
554 85 10
447 551 8
380 16 10
207 525 9
773 161 5
519 449 1
405 291 8
365 697 3
204 765 1
953 854 1
436 278 8
696 339 1
803 173 3
67 418 5
448 639 7
663 127 10
618 722 6
550 908 5
410 692 1
953 235 8
830 247 9
163 254 4
660 210 9
980 665 2
325 251 3
668 815 7
577 925 6
621 870 1
455 236 5
895 310 10
712 991 2
174 527 1
47 447 3
134 606 10
28 61 10
43 839 5
84 505 7
275 953 6
175 743 5
101 21 1
745 596 2
80 59 4
178 660 9
563 914 9
13 476 10
238 626 9
705 777 1
787 13 2
799 673 3
671 779 7
951 854 6
557 536 3
300 960 1
531 925 7
919 252 10
285 207 9
473 690 1
917 503 3
532 959 7
116 602 3
534 958 9
546 821 9
776 38 1
994 389 4
867 339 8
449 404 6
274 952 5
700 278 5
604 480 8
857 793 5
217 399 2
401 346 7
716 808 3
578 389 5
344 269 4
694 517 1
463 478 4
539 167 9
564 181 3
682 569 9
587 844 10
191 866 1
60 258 1
230 950 3
446 60 3
512 823 3
696 605 9
849 784 8
916 730 1
155 499 3
259 67 9
236 290 4
678 747 1
542 570 10
12 157 4
431 715 1
396 961 4
977 638 7
737 437 4
404 128 10
994 735 6
835 237 8
500 239 6
881 830 10
581 95 9
281 989 10
159 993 3
259 84 5
580 345 4
338 35 7
632 874 4
791 894 3
519 664 2
778 804 9
667 226 4
204 408 2
36 147 5
562 798 7
988 445 2
929 798 7
15 72 4
793 605 6
102 296 8
877 428 1
421 934 7
515 645 3
825 600 4
401 879 3
398 385 3
304 677 3
396 997 4
297 395 9
408 159 10
436 711 5
279 36 7
75 973 2
197 426 8
452 876 6
562 565 6
659 412 4
734 117 5
937 544 1
699 801 9
334 856 3
172 731 9
528 26 6
71 667 8
369 203 7
413 581 5
32 627 3
27 430 8
833 742 4
770 696 8
605 124 3
514 314 1
550 559 8
96 60 2
559 272 2
82 66 2
905 981 5
569 691 7
887 633 4
519 979 4
310 559 1
774 606 4
220 4 7
764 729 1
597 611 9
336 788 10
105 136 10
960 327 3
148 395 4
878 451 5
746 844 1
446 228 4
257 388 9
871 365 3
46 825 9
595 578 6
859 911 4
956 674 5
173 493 1
126 710 10
383 20 10
391 422 4
571 302 7
610 930 5
45 305 9
587 183 9
510 796 4
667 809 2
846 595 5
564 560 7
495 790 4
597 836 9
454 994 4
171 770 1
877 120 8
437 274 2
558 707 2
798 330 6
230 79 8
312 216 10
1 181 5
122 853 4
9 233 4
372 269 1
25 600 3
635 671 1
89 23 7
274 632 7
742 105 7
997 258 5
359 995 9
46 287 6
382 871 2
552 570 8
9 883 3
102 56 5
707 950 5
387 642 2
602 702 2
652 916 4
447 524 3
373 650 3
703 24 1
492 757 6
405 165 9
870 703 8
589 87 7
347 813 9
368 58 4
695 191 2
340 62 9
881 625 6
716 124 2
173 795 9
494 995 8
419 402 6
669 939 4
392 41 1
386 344 5
95 699 5
516 349 8
214 754 4
719 652 1
505 622 9
839 750 9
637 214 6
477 118 3
284 94 9
156 107 2
154 665 7
240 528 6
890 492 5
872 526 9
253 633 1
477 341 7
132 776 2
711 835 8
836 22 2
221 192 9
723 950 6
311 223 4
888 873 4
429 139 8
578 140 3
916 4 10
328 583 3
301 389 10
917 823 2
728 41 2
505 3 4
271 844 3
260 152 8
103 93 1
286 274 4
467 809 4
976 114 3
213 693 8
201 307 1
919 134 1
196 525 5
598 568 6
874 52 6
522 910 4
642 424 3
743 214 4
229 147 7
435 836 1
180 432 2
250 115 7
51 737 3
526 937 6
342 924 10
576 914 1
431 508 5
205 213 5
197 800 9
227 378 6
777 122 5
640 420 1
75 983 10
209 309 6
625 702 5
291 137 10
941 392 8
831 202 9
293 656 5
698 83 4
938 126 8
878 204 9
995 908 10
271 918 7
695 718 3
4 224 7
93 495 7
652 320 7
325 990 6
125 656 3
260 791 7
129 807 5
173 866 4
153 407 2
693 63 3
413 889 8
323 920 4
990 401 5
198 66 9
567 618 5
857 167 7
496 497 6
962 943 9
338 987 8
946 226 5
963 477 6
332 371 2
333 897 10
457 528 5
935 929 2
786 243 3
889 991 9
350 393 6
893 903 2
814 683 5
89 645 4
491 117 2
785 727 8
649 149 2
796 935 7
402 657 1
717 819 3
147 759 5
275 314 1
51 59 3
559 810 8
580 514 3
156 658 4
830 821 10
119 693 2
235 188 6
735 763 2
898 779 1
210 481 10
179 949 6
980 417 6
381 347 2
601 186 2
1 142 2
967 659 5
574 217 4
163 578 10
368 32 8
921 379 5
504 574 2
226 861 7
691 231 3
999 282 7
292 33 8
764 217 10
207 703 4
342 495 2
929 292 4
672 623 3
217 375 8
289 252 5
448 17 10
462 788 10
257 874 9
393 102 6
535 68 1
665 487 4
333 580 8
747 646 7
771 892 9
480 588 4
649 791 1
711 600 4
925 533 10
797 396 1
542 349 9
483 194 1
755 97 7
159 400 8
322 317 7
986 202 10
516 108 6
211 664 1
83 205 9
767 942 7
408 307 7
89 760 8
860 619 6
9 780 8
956 826 8
143 731 4
283 589 4
271 207 8
690 439 9
163 290 6
555 611 7
29 243 5
486 640 7
259 159 8
729 800 6
801 456 10
674 831 4
895 535 7
654 200 3
683 787 2
801 874 9
829 689 3
200 904 5
379 46 1
165 745 9
735 224 9
146 911 5
115 886 9
481 517 6
21 850 7
664 770 6
501 398 5
107 25 8
783 91 2
208 439 1
357 494 1
239 999 4
234 981 5
108 360 1
347 527 2
139 960 3
626 323 2
825 450 3
932 747 3
809 629 8
954 201 6
96 756 8
573 214 3
948 964 2
371 710 3
152 154 6
990 516 5
871 632 5
191 832 8
741 527 1
540 808 1
323 251 6
617 919 6
368 982 4
540 59 8
93 784 3
91 867 4
810 918 7
319 558 4
408 899 9
806 872 5
996 508 8
247 996 4
777 246 3
500 464 9
504 651 10
993 107 3
537 397 9
934 693 5
15 350 7
158 821 1
635 929 9
721 615 4
87 900 5
445 213 3
796 338 2
288 375 1
821 64 6
399 482 3
215 883 6
827 592 5
510 972 6
140 317 2
724 563 10
168 253 2
765 623 4
632 118 7
706 994 1
554 860 9
838 484 10
686 658 5
612 206 4
567 348 4
451 197 8
940 446 9
238 614 8
679 490 9
19 109 8
248 576 9
29 653 1
996 874 3
768 995 5
547 899 1
706 231 10
707 285 5
548 868 2
446 772 10
308 444 8
46 969 2
899 797 10
699 215 1
647 738 10
655 832 9
508 481 9
212 220 3
511 918 7
314 714 10
599 539 6
194 375 7
511 684 5
859 653 3
748 967 7
405 99 2
4 977 10
18 156 7
40 54 1
303 862 5
757 38 3
8 350 7
934 24 4
58 598 8
294 929 2
604 143 8
542 864 1
883 123 2
41 957 4
854 680 3
573 89 8
228 549 1
224 261 7
293 255 5
78 140 9
814 376 8
876 590 9
892 893 6
460 479 9
143 245 2
982 846 5
849 863 6
192 321 6
442 80 7
20 51 7
280 378 5
629 390 6
53 803 5
527 858 7
506 578 7
538 819 8
149 662 5
73 158 9
440 849 4
877 497 3
139 42 10
782 563 2
388 333 3
330 976 2
130 812 1
372 787 3
523 426 4
692 979 8
377 434 9
38 151 10
564 759 8
2 299 3
626 276 1
595 430 10
728 641 4
799 47 3
632 478 5
993 972 8
800 46 1
560 437 6
803 422 1
160 430 6
796 246 7
902 149 9
688 233 9
617 273 5
211 572 8
170 853 4
649 509 8
839 286 8
258 291 1
727 1000 3
965 599 6
686 376 7
15 74 2
562 918 2
153 95 9
798 403 6
888 676 6
492 910 4
220 602 9
880 969 3
20 719 2
861 13 4
923 444 6
69 674 9
742 882 10
177 115 5
553 757 4
539 319 9
376 555 2
389 395 5
574 863 4
199 443 7
919 328 4
690 524 10
47 599 9
177 985 5
70 470 2
801 901 2
142 438 3
50 34 7
275 547 8
26 671 9
795 169 2
56 980 2
209 410 10
154 399 7
797 344 5
948 773 7
386 809 1
607 441 4
545 392 5
613 372 3
650 835 8
864 546 7
608 75 6
261 394 4
35 377 10
822 614 7
989 187 7
870 751 7
624 441 1
190 716 3
191 993 6
4 560 1
918 238 9
385 381 9
392 275 3
1 256 3
304 552 2
905 1000 5
753 52 7
194 604 6
579 389 7
134 586 5
777 329 3
627 275 10
283 511 4
845 42 1
944 627 10
661 675 6
504 319 6
977 264 8
17 274 8
31 925 4
193 471 2
265 42 6
658 957 4
608 371 2
224 870 3
344 880 10
589 921 4
373 459 7
213 878 8
899 300 7
60 827 8
504 385 6
68 9 9
355 22 10
440 703 8
920 39 10
90 385 1
834 602 3
593 408 4
718 327 1
550 394 2
946 319 3
581 337 6
435 414 10
615 5 10
223 975 7
581 491 3
534 638 5
22 827 9
531 184 5
829 848 10
622 751 1
830 819 10
634 649 4
504 527 8
541 918 2
584 672 7
489 566 6
678 130 6
669 634 8
510 612 2
383 473 4
32 102 4
915 433 6
219 614 6
291 436 8
978 850 3
432 189 2
367 715 7
969 163 3
505 759 1
729 438 10
510 430 1
58 457 7
363 221 10
220 951 1
346 949 5
859 225 1
426 737 6
472 999 6
856 567 9
483 129 7
136 810 10
963 807 2
547 274 10
792 50 8
113 746 9
155 541 2
909 284 6
636 894 3
818 93 8
754 168 2
342 196 3
796 893 8
150 99 10
602 156 3
370 115 3
963 583 7
769 298 9
161 613 3
174 480 4
517 128 1
40 694 3
585 364 1
951 457 9
827 505 8
940 701 9
953 153 10
537 123 4
720 360 8
541 845 2
822 166 3
708 602 5
113 20 3
383 33 8
380 595 10
196 240 2
877 178 10
666 443 3
70 905 10
956 738 7
743 4 7
863 398 10
166 759 4
559 316 6
905 743 6
688 868 2
152 230 9
350 709 6
760 297 3
60 562 5
619 185 1
191 106 9
395 323 2
530 591 1
312 531 3
602 968 6
699 693 3
358 814 10
428 762 9
746 37 1
382 578 3
291 892 2
984 436 7
590 22 2
414 235 2
560 613 9
168 708 7
245 433 6
114 690 2
110 496 10
283 853 9
30 266 4
542 104 6
588 71 1
467 705 7
553 148 5
243 999 3
516 547 7
815 863 4
651 563 10
632 664 3
434 8 3
923 730 4
657 136 10
520 444 10
327 446 9
230 808 10
857 70 7
335 798 2
844 363 3
265 513 10
129 537 8
484 578 1
633 959 9
416 69 3
670 811 10
731 521 10
810 463 8
422 528 1
414 825 3
352 687 1
687 467 4
580 256 5
903 343 2
899 845 7
979 511 3
541 88 7
361 294 4
457 838 10
751 418 7
299 608 5
11 527 1
898 622 6
74 910 6
167 878 1
15 674 4
966 928 9
453 289 8
140 213 2
102 443 8
673 266 10
298 361 6
449 431 2
500 972 2
363 517 8
161 219 2
877 97 10
495 414 6
119 754 9
573 955 6
226 152 4
765 881 10
972 780 9
170 439 8
266 341 9
385 571 7
416 15 7
993 497 8
526 283 7
107 630 1
956 253 8
19 631 7
848 16 1
645 779 3
985 804 2
485 240 1
702 529 8
74 12 3
431 427 3
724 121 1
84 152 5
890 378 1
22 327 7
852 580 9
994 551 6
267 795 3
773 819 1
49 153 3
226 136 8
584 71 3
654 421 1
996 709 8
416 254 2
431 632 1
79 463 8
627 760 2
419 953 8
112 25 2
698 716 5
77 526 4
676 996 10
93 378 5
219 54 8
566 122 1
600 362 6
922 635 10
502 127 1
388 682 6
498 200 5
831 271 4
553 750 2
988 911 10
378 493 6
553 832 5
28 589 5
499 932 7
547 683 4
632 250 9
148 634 6
268 538 9
354 302 6
329 374 4
820 718 3
177 8 2
481 757 10
730 390 2
573 774 8
184 73 8
612 910 2
758 322 10
545 533 5
207 142 10
963 577 5
297 567 5
483 331 8
997 546 5
914 5 1
487 567 8
85 104 1
653 485 1
37 207 5
57 673 7
4 95 8
204 461 4
415 781 6
661 350 1
472 795 9
807 162 6
190 878 5
191 636 6
141 655 7
591 275 8
174 843 1
43 137 10
274 563 3
627 337 8
170 86 2
583 774 7
655 368 9
143 309 5
45 405 6
820 943 6
730 493 9
136 671 7
307 101 5
473 78 8
872 305 10
322 332 4
263 31 4
174 380 3
82 615 7
105 887 5
450 350 1
302 835 7
231 264 1
279 371 5
905 970 6
384 116 4
753 118 1
602 299 10
609 649 2
554 474 3
909 226 6
647 138 1
602 632 5
734 288 5
705 581 3
648 166 1
912 127 1
574 684 10
257 669 2
738 978 9
299 486 8
275 30 4
759 767 10
858 454 5
960 411 10
641 378 10
349 563 8
690 903 9
429 194 4
329 449 5
90 752 5
436 785 8
164 214 2
92 613 6
813 671 7
187 369 4
262 720 9
4 539 5
852 12 2
231 477 9
633 656 6
954 847 4
53 916 7
417 833 6
937 927 8
808 100 6
500 927 10
413 111 1
821 333 1
994 895 3
798 603 10
217 402 2
376 448 8
989 455 9
227 94 6
301 144 7
966 355 1
771 396 2
506 817 1
975 988 3
808 803 4
698 889 3
141 68 1
882 875 3
968 87 3
989 762 2
413 474 2
852 373 2
157 5 9
779 152 7
542 280 5
49 90 8
110 829 4
848 188 10
292 773 9
488 286 5
569 17 7
214 397 7
13 274 6
589 631 8
633 135 7
976 840 6
719 617 1
850 100 4
983 509 4
228 547 2
130 291 7
303 256 2
273 341 5
958 809 5
662 254 10
764 229 4
113 924 9
31 311 1
947 535 1
7 638 3
467 651 4
487 728 3
236 287 1
222 182 5
566 821 7
915 114 3
385 577 3
804 160 3
299 919 7
726 187 4
467 939 3
787 233 8
377 257 6
700 772 7
105 157 5
255 218 9
614 732 8
423 219 9
298 707 4
440 980 1
224 398 5
343 125 8
373 135 9
268 196 2
813 689 10
833 681 1
709 497 10
633 771 6
79 210 1
192 972 7
857 155 5
572 856 9
531 373 7
86 997 7
652 6 2
433 33 2
275 707 3
946 816 7
908 464 1
312 132 3
19 982 8
235 794 2
597 957 3
228 440 3
786 590 2
290 337 9
872 623 5
193 956 8
227 474 10
241 10 8
818 421 3
571 774 2
254 937 10
183 623 10
290 340 5
159 922 2
1000 728 4
697 133 9
183 594 5
